229564;Good Wife (2009): The 3rd Season;Paramount;36.99;NR;TV Classics;09-04-2012
140075;Wiggles: Sing A Song Of Wiggles!;Warner Brothers;14.98;NR;Family;10-07-2008
202688;Breaking Bad: The Complete 3rd Season (Blu-ray);Sony Pictures;30.99;NR;TV Classics;06-07-2011
231027;Seinfeld: The Complete 1st & 2nd Seasons;Sony Pictures;19.99;NR;TV Classics;09-25-2012
17278;Entrapment (Pan & Scan/ Special Edition/ Checkpoint);Fox;9.98;PG-13;Mystery/Suspense;05-21-2002
32213;Talented Mr. Ripley (Paramount/ Special Edition/ Checkpoint);Paramount;29.99;R;Mystery/Suspense;06-27-2000
234126;All Dogs Go To Heaven (Blu-ray) / The Pebble And The Penguin (Blu-ray);MGM/UA;19.99;G;Animation;10-09-2012
144387;John Travolta Triple Feature: Blow Out / Get Shorty / Broken Arrow (1996);MGM/UA;19.98;R;VAR;12-23-2008
70972;Perfect Man (2005/ Pan & Scan/ Special Edition);Universal;12.98;PG;Comedy;11-01-2005
86474;Grumpy Old Men / Grumpier Old Men (Double Feature/ Old Version);Warner Brothers;12.97;PG-13;Comedy;08-22-2006
2735;Her Alibi;Warner Brothers;9.97;PG;Comedy;11-10-1998
109899;Sandlot (Pan & Scan/ Follow Along Edition);Fox;14.98;PG;Family;07-10-2007
232760;That's My Boy;Sony Pictures;14.99;R;Comedy;10-16-2012
88254;Inner Sanctum Mysteries: The Complete Movie Collection: Calling Dr. Death / Weird Woman / Dead Man's Eyes / Frozen Ghost / ...;Universal;29.98;NR;Horror;09-19-2006
85451;Threshold: The Complete Series;Paramount;54.99;NR;TV Classics;08-22-2006
240648;Flight (2012/ Paramount);Paramount;15.99;R;Drama;02-05-2013
266090;Friends: The Complete 1st Season (20th Anniversary Edition);Warner Brothers;19.98;NR;TV Classics;09-02-2014
32221;Talent For The Game (Paramount/ Checkpoint);Paramount;6.99;PG;Drama;03-04-2003
67952;Battlefield Diaries (Sony Pictures/ 3-Disc Set);Sony Pictures;29.96;NR;Documentary;09-06-2005
67421;Night Of The Lepus;Warner Brothers;19.97;PG;Horror;10-04-2005
57961;Dust Factory;MGM/UA;14.98;PG;Drama;03-22-2005
231328;Tornado In The Saddle (Choice Collection/ On Demand DVD-R);Sony Pictures;20.95;NR;Western;08-07-2012
45824;Blithe Spirit (MGM/UA);MGM/UA;14.95;NR;Comedy;09-07-2004
159608;Last Starfighter (25th Anniversary Edition/ Old Version);Universal;14.98;PG;SciFi;08-04-2009
266110;Dynasty (1981): The 9th Season: The Final Season, Vol. 1;Paramount;39.98;NR;TV Classics;09-09-2014
112538;Doctor Strange (Blu-ray);Lions Gate;14.99;PG-13;Animation;08-14-2007
98711;Hot Wheels Acceleracers: Movie 2: Speed Silence (w/ Toy/ Walgreens);Warner Brothers;19.98;NR;Animation;08-23-2005
49696;Jailhouse Rock (Warner Brothers) / Viva Las Vegas (Side-By-Side);Warner Brothers;18.98;NR;Musical;10-12-2004
16382;Net (Special Edition);Columbia/Tri-Star;19.94;PG-13;Mystery/Suspense;04-02-2002
238748;Gigot (On Demand DVD-R);Fox;19.98;NR;Comedy;12-11-2012
170039;All About Steve;Fox;9.98;PG-13;Comedy;12-22-2009
114050;Face/Off (Paramount/ Special Collector's Edition);Paramount;19.99;R;Action/Adventure;09-11-2007
61204;Catwoman (Widescreen) / Gothika (Widescreen) (Longbox);Warner Brothers;27.97;VAR;Action/Adventure;04-05-2005
220060;What Do You Say To A Naked Lady? (Limited Edition Collection/ On Demand DVD-R);MGM/UA;19.98;R;Comedy;11-22-2011
55385;Marathon Man (Paramount/ Checkpoint);Paramount;14.99;R;Thriller;08-28-2001
88881;Las Vegas: Season 3: Uncut & Uncensored;Universal;34.98;NR;TV Classics;09-12-2006
87806;Bring It On: All Or Nothing (Pan & Scan/ Old Version);Universal;14.98;PG-13;Comedy;08-08-2006
243449;Clint Eastwood Collection 40 Film Collection: Million Dollar Baby / Mystic River / Pale Rider / Pink Cadillac / ...;Warner Brothers;179.98;R;VAR;06-04-2013
261386;Her (DVD & Blu-ray Combo w/ Digital Copy);Warner Brothers;35.99;R;SciFi;05-13-2014
159485;Simple Plan (1998/ Paramount/ Valu Release);Paramount;5.99;R;Thriller;07-14-2009
256004;In A World (Blu-ray);Sony Pictures;35.99;R;Comedy;01-21-2014
5389;Shallow Grave (MGM/UA);MGM/UA;14.98;R;Mystery/Suspense;03-28-2000
164682;Observe And Report (w/ Digital Copy);Warner Brothers;5.97;R;Comedy;09-22-2009
130695;Madeline: Next Stop, America;Fox;14.98;NR;Animation;05-06-2008
55381;Frasier: The Complete 4th Season;Paramount;29.99;NR;TV Classics;02-01-2005
141401;Girlfriends (2000): The 1st - 5th Seasons (Checkpoint);Paramount;174.99;NR;TV Classics;10-28-2008
6720;Zero Effect;Warner Brothers;19.98;R;Drama;07-14-1998
114946;Coleccion Pedro Infante: A Toda Maquina / Entrevista Con El Director / Cancionero / Canta Con ... / ...;Warner Brothers;12.97;NR;Foreign;09-18-2007
29776;Shrek (Pan & Scan/ Special Edition/ Old Version/ 2003 Release);DreamWorks;19.99;PG;Animation;08-19-2003
24986;Lake Placid (Fox/ Pan & Scan/ En Espanol);Fox;9.98;R;Horror;02-04-2003
228331;Noose For A Gunman (Limited Edition Collection/ On Demand DVD-R);MGM/UA;19.98;NR;Western;05-01-2012
173571;Cirque Du Freak: The Vampire's Assistant;Universal;9.99;PG-13;Family;02-23-2010
87825;Black Hawk Down (Blu-ray/ Old Version);Columbia/Tri-Star;19.99;R;War;11-14-2006
47437;What's New, Scooby-Doo?, Vol. 04: Merry Scary Holiday;Warner Brothers;9.97;NR;Animation;10-05-2004
231154;World Was His Jury (Choice Collection/ On Demand DVD-R);Sony Pictures;20.95;NR;Drama;08-07-2012
232992;Daring Young Man (On Demand DVD-R);Fox;19.98;NR;Comedy;09-11-2012
88907;Feeding;Lions Gate;14.98;R;Horror;09-05-2006
149533;Mommie Dearest (Paramount/ Hollywood Royalty Edition/ DVD/CD Combo);Paramount;14.99;PG;Drama;02-03-2009
61461;Hotel (2001);MGM/UA;14.98;R;Drama;07-26-2005
109887;Rally 'Round The Flag, Boys!;Fox;19.98;NR;Comedy;07-10-2007
197301;How Do You Know;Sony Pictures;14.99;PG-13;Comedy;03-22-2011
32041;Turbo: A Power Rangers Movie;Fox;9.98;NR;Family;09-02-2003
114720;Phantom Of The Paradise (Fox/ Checkpoint);Fox;9.98;PG;Comedy;09-11-2007
259707;First Daughter / John Tucker Must Die / Legally Blonde / Monte Carlo;Fox;19.98;VAR;Comedy;04-01-2014
229144;Glee: The Complete 3rd Season;Fox;26.98;NR;TV Classics;08-14-2012
27074;Land Before Time V: The Mysterious Island;Universal;9.99;G;Animation;04-01-2003
105554;Wings (1990/ Paramount) The Complete 4th Season (Checkpoint);Paramount;29.99;NR;TV Classics;05-15-2007
103533;Foxworthy's Big Night Out: Season 1 (Checkpoint);Paramount;26.98;NR;TV Classics;04-10-2007
34652;Thir13en Ghosts [Thirteen Ghosts] (Special Edition) / Ghost Ship (2002/ Widescreen) (2-Pack);Warner Brothers;17.91;R;Horror;11-18-2003
184259;Date Night (Blu-ray/ Rental Ready);Fox;39.99;PG-13;Comedy;08-10-2010
55819;Come And Get It (MGM/UA);MGM/UA;14.98;NR;Drama;03-08-2005
156652;Ghost Town (2008/ DreamWorks w/ Movie Money);DreamWorks;19.99;PG-13;Comedy;05-05-2009
256301;Wanted (2008/ Widescreen/ Special Edition/ Blu-ray w/ Digital Copy/ Academy Slipcase);Universal;14.98;R;Action/Adventure;01-28-2014
154394;Into The Blue 2: The Reef;MGM/UA;14.98;NR;Action/Adventure;04-21-2009
131870;How To Cook Your Life (Lions Gate);Lions Gate;19.98;PG-13;Documentary;05-06-2008
149690;Nights In Rodanthe (Pan & Scan);Warner Brothers;28.98;PG-13;Drama;02-10-2009
181066;Bakugan: Chapter 2;Warner Brothers;19.97;NR;Anime;07-06-2010
237682;Small Apartments;Sony Pictures;14.99;R;Comedy;02-19-2013
238853;Stanley And Livingstone (On Demand DVD-R);Fox;19.98;NR;Action/Adventure;11-27-2012
3136;Jewel Of The Nile;Fox;9.98;PG;Action/Adventure;08-14-2001
240524;Untouchables (1987/ Paramount/ Blu-ray/ Checkpoint);Paramount;22.99;R;Drama;07-03-2007
183855;Wolverine And The X-Men: Final Crisis Trilogy (Special Edition);Lions Gate;9.98;NR;Animation;08-17-2010
164256;Superman/Batman: Public Enemies (Special Edition/ Blu-ray w/ Digital Copy);Warner Brothers;29.99;PG-13;Animation;09-29-2009
238020;Nicolas Cage Collection (Warner Brothers);Warner Brothers;19.94;NR;VAR;01-08-2013
203742;Battle: Los Angeles (DVD & Blu-ray Combo);Sony Pictures;26.99;PG-13;SciFi;06-14-2011
165270;Star Trek (2009/ Blu-ray w/ Digital Copy);Paramount;39.99;PG-13;SciFi;11-17-2009
231643;It's Always Sunny In Philadelphia: The Complete Season 7;Fox;19.98;NR;TV Classics;10-09-2012
35875;Stargate SG-1: Season 5 (Box Set);MGM/UA;29.98;NR;TV Classics;01-20-2004
251302;Losing Isaiah (Warner Brothers);Warner Brothers;5.97;R;Drama;09-24-2013
232732;Safety Not Guaranteed (Blu-ray);Sony Pictures;19.99;R;Comedy;10-30-2012
233426;Cyborg (Blu-ray);MGM/UA;16.99;R;SciFi;10-02-2012
164943;Doom (Pan & Scan/ R-Rated Version/ Temporary Price Reduction);Universal;6.98;R;Action/Adventure;08-04-2009
156923;Closer (2005): The Complete 1st - 4th Seasons;Warner Brothers;159.72;NR;TV Classics;05-26-2009
247062;Backdraft (Decades Collection);Universal;14.98;R;Action/Adventure;07-09-2013
104258;We Go Together (2-Pack/ Checkpoint): Grease / Grease 2;Paramount;19.99;PG;Musical;04-24-2007
38178;Prisoner (1955);Columbia/Tri-Star;9.99;NR;Drama;03-02-2004
35611;Negotiator (1998) / Last Boy Scout;Warner Brothers;20.93;R;Action/Adventure;11-18-2003
184430;Bring It On: Cheertastic 3 Movie Pack (2-Disc): Bring It On / Bring It On Again / Bring It On: All Or Nothing;Universal;14.98;PG-13;Comedy;09-14-2010
165065;Army Of Darkness (Universal/ Screwhead Edition/ Blu-ray/ 2009 Release);Universal;14.98;R;Action/Comedy;09-15-2009
100511;Hollywoodland (Universal/ Pan & Scan);Universal;12.98;R;Drama;02-06-2007
61769;Inventing The Abbotts (Fox/ Checkpoint);Fox;24.98;R;Drama;03-13-2001
90506;L Word: The Complete 1st - 3rd Seasons (Special Edition);Paramount;99.99;NR;TV Classics;10-24-2006
84205;Legends Of The Fall (Blu-ray);Columbia/Tri-Star;19.99;R;Drama;02-08-2011
138216;Scooby-Doo And The Ghoul School / Scooby-Doo And The Legend Of The Vampire;Warner Brothers;14.97;NR;Animation;09-02-2008
228251;Clue (1985/ Paramount/ Blu-ray/ Checkpoint);Paramount;21.99;PG;Comedy;08-07-2012
254553;Dark Shadows (2012/ Blu-ray w/ Digital Copy & Gas Cash);Warner Brothers;19.98;PG;Comedy;10-01-2013
239526;Wayne's World 2 (Warner Brothers);Warner Brothers;5.97;PG-13;Comedy;01-08-2013
42529;Lovers And Other Strangers;MGM/UA;3.98;R;Comedy;07-06-2004
11604;Saving Silverman (Columbia/Tri-Star/ R-Rated Version);Columbia/Tri-Star;9.95;R;Comedy;07-17-2001
59367;Exorcist: The Beginning (Widescreen) / Thir13en Ghosts [Thirteen Ghosts] (Special Edition) (Side-By-Side);Warner Brothers;35.98;R;Horror;03-01-2005
164735;Tales From The Darkside: The 2nd Season (Checkpoint);Paramount;22.99;NR;TV Classics;10-06-2009
205788;Specialist (1994/ Blu-ray);Warner Brothers;14.98;R;Action/Adventure;08-16-2011
65591;Wise Guys;Warner Brothers;14.97;R;Comedy;08-30-2005
116569;Surf's Up (Widescreen/ Blu-ray);Columbia/Tri-Star;19.99;PG;Animation;10-09-2007
215584;Blame It On The Night (On Demand DVD-R);Sony Pictures;20.95;PG-13;Comedy;04-13-2011
213109;First Target (On Demand DVD-R);Sony Pictures;20.95;NR;Action/Adventure;07-05-2011
240387;Major League (Paramount/ I Love The 80's/ Checkpoint);Paramount;14.99;R;Comedy;08-05-2008
258013;Teenage Mutant Ninja Turtles: The Movie / TMNT [Teenage Mutant Ninja Turtles];Warner Brothers;12.97;PG;VAR;02-25-2014
17017;Niagara (Old Version);Fox;14.98;NR;Mystery/Suspense;05-14-2002
164903;Good Shepherd (Pan & Scan/ Temporary Price Reduction);Universal;6.98;R;Thriller;08-04-2009
237930;Dinner For Schmucks (Warner Brothers) / I Love You, Man;Warner Brothers;12.97;VAR;Comedy;01-08-2013
234127;Phantom Stagecoach (Choice Collection/ On Demand DVD-R);Sony Pictures;20.95;NR;Western;10-02-2012
189354;Jane Fonda Prime Time: Walkout;Lions Gate;14.98;NR;Exercise;11-30-2010
214152;Slightly French (On Demand DVD-R);Sony Pictures;20.95;NR;Musical;06-07-2011
241945;Transformers (2007 w/ Movie Cash);Paramount;11.99;PG-13;Action/Adventure;03-12-2013
153455;Clear And Present Danger (Blu-ray) / Hunt For Red October (Blu-ray) (Side-By-Side);Paramount;36.99;VAR;Action/Adventure;03-17-2009
75948;Scooby-Doo And The Cyber Chase;Warner Brothers;9.97;NR;Animation;02-07-2006
31323;Ultimate Chick Flick Collection: Banger Sisters / Ever After / Moulin Rouge / Say Anything / ...;Fox;69.98;VAR;VAR;10-14-2003
9249;Bird (1-Disc/ Old Version);Warner Brothers;12.97;R;Drama;01-30-2001
10269;Shag: The Movie;MGM/UA;14.98;PG;Comedy;05-22-2001
79021;Boyz 'N The Hood (UMD);Columbia/Tri-Star;14.99;R;Drama;03-07-2006
27763;Daredevil (2003/ Widescreen/ Special Edition);Fox;9.98;PG-13;Action/Adventure;07-29-2003
63114;Hustle (1975);Paramount;14.99;R;Mystery/Suspense;06-21-2005
125262;Storm Hawks: Hawks Rise Again;Columbia/Tri-Star;9.95;NR;Animation;01-15-2008
235943;LEGO: Ninjago: Masters Of Spinjitzu: Rise Of The Green Ninja;Warner Brothers;14.98;NR;Animation;12-11-2012
178907;Flash Gordon (1980/ Universal/ Blu-ray/ Old Version);Universal;19.98;PG;SciFi;06-15-2010
155023;Van Damme Collection: Bloodsport / Timecop;Warner Brothers;12.97;R;VAR;05-19-2009
118659;Evening (Universal);Universal;14.98;PG-13;Drama;09-25-2007
146941;Pink Panther (1963/ Collector's Edition);MGM/UA;14.98;PG;Comedy;01-27-2009
163611;Avatar: The Last Airbender: Book 2: Earth, Vol. 2;Paramount;7.98;GA;Anime;06-30-2009
38011;Zorro: Beastly Battles / The First Encounter / High Seas Hero (Old Version);Warner Brothers;12.98;NR;Animation;03-02-2004
83196;Krypto The Superdog, Vol. 1: Cosmic Canine;Warner Brothers;14.97;NR;Animation;06-20-2006
214020;Three For The Show (On Demand DVD-R);Sony Pictures;20.95;NR;Musical;04-13-2011
78773;Batman (1989/ UMD);Warner Brothers;19.98;PG-13;Action/Adventure;02-07-2006
126678;Into The Wild (Paramount/ Special Edition/ 2-Disc);Paramount;14.99;R;Action/Adventure;03-04-2008
131132;NFL: America's Game: Green Bay Packers Super Bowl II;Warner Brothers;19.97;NR;Sports;02-26-2008
251411;Polar Bears: Ice Bear (Blu-ray 3D/ Blu-ray);Universal;26.98;NR;Documentary;11-12-2013
181214;Marine (Unrated Version) / The Thin Red Line (1998) / Tigerland;Fox;22.98;VAR;VAR;06-01-2010
46170;Errand Boy;Paramount;14.99;NR;Comedy;10-12-2004
